September 2, 2021 at 9:51:45 AM
ONSET PROD LOG FILE
S0014_B1
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
9	9	readRepeat	echolalia	283271.09070725	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
9	9	listen	echolalia	283280.506239416	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
10	10	readRepeat	echolalia	283379.231754541	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
10	10	listen	echolalia	283385.773848708	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
11	11	readRepeat	echolalia	283392.983176083	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
11	11	listen	echolalia	283399.233613291	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
12	12	readRepeat	echolalia	283405.973062958	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
12	12	listen	echolalia	283413.188756375	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
13	13	readRepeat	echolalia	283420.901914625	Are you looking for employment?	Are you looking for employment?	0
13	13	listen	echolalia	283425.709949375	Are you looking for employment?	Are you looking for employment?	0
14	14	readRepeat	echolalia	283431.193600833	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
14	14	listen	echolalia	283438.827838416	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
15	15	readRepeat	echolalia	283446.987205958	We welcome many new students each year.	We welcome many new students each year.	0
15	15	listen	echolalia	283452.038528125	We welcome many new students each year.	We welcome many new students each year.	0
16	16	readRepeat	echolalia	283457.719485041	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
16	16	listen	echolalia	283462.946115875	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
17	17	readRepeat	echolalia	283468.9216055	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
17	17	listen	echolalia	283474.180423958	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
18	18	readRepeat	echolalia	283480.114066416	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
18	18	listen	echolalia	283485.672847791	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
19	19	readRepeat	echolalia	283492.065547541	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
19	19	listen	echolalia	283498.790667166	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
20	20	readRepeat	echolalia	283512.982745916	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
20	20	listen	echolalia	283519.083918458	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
0	0	break	break	283525.600519583	break	break	break
1	21	readRepeat	shuffled	283525.600519583	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
1	21	listen	shuffled	283900.311205625	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
2	22	readRepeat	shuffled	283903.553282541	She wore warm, fleecy, woolen overalls.	Glucose and fructose are natural sugars found in fruit.	0
2	22	listen	shuffled	283909.211692875	She wore warm, fleecy, woolen overalls.	Glucose and fructose are natural sugars found in fruit.	0
3	23	readRepeat	shuffled	283918.137385458	Reading in poor light gives you eyestrain.	The frightened child was gently subdued by his big brother.	0
3	23	listen	shuffled	283923.075684375	Reading in poor light gives you eyestrain.	The frightened child was gently subdued by his big brother.	0
4	24	readRepeat	shuffled	283933.663603375	Even I occasionally get the Monday blues!	Steve wore a bright red cashmere sweater.	0
4	24	listen	shuffled	283938.855791166	Even I occasionally get the Monday blues!	Steve wore a bright red cashmere sweater.	0
5	25	readRepeat	shuffled	283946.706409416	We are open every Monday evening.	Nothing is as offensive as innocence.	0
5	25	listen	shuffled	283952.073597375	We are open every Monday evening.	Nothing is as offensive as innocence.	0
6	26	readRepeat	shuffled	283958.298985958	It's not easy to create illuminating examples.	We are open every Monday evening.	0
6	26	listen	shuffled	283963.791217333	It's not easy to create illuminating examples.	We are open every Monday evening.	0
7	27	readRepeat	shuffled	283969.69986225	Mum strongly dislikes appetizers.	Reading in poor light gives you eyestrain.	0
7	27	listen	shuffled	283975.006691958	Mum strongly dislikes appetizers.	Reading in poor light gives you eyestrain.	0
8	28	readRepeat	shuffled	283981.600495208	Those who teach values first abolish cheating.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
8	28	listen	shuffled	283987.725432708	Those who teach values first abolish cheating.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
9	29	readRepeat	shuffled	283996.251409041	The frightened child was gently subdued by his big brother.	Are you looking for employment?	0
9	29	listen	shuffled	284002.935244958	The frightened child was gently subdued by his big brother.	Are you looking for employment?	0
10	30	readRepeat	shuffled	284008.552096083	Even a simple vocabulary contains symbols.	Only the best players enjoy popularity.	0
10	30	listen	shuffled	284014.286149458	Even a simple vocabulary contains symbols.	Only the best players enjoy popularity.	0
11	31	readRepeat	shuffled	284020.569754166	A crab challenged me, but a quick stab vanquished him.	Even a simple vocabulary contains symbols.	0
11	31	listen	shuffled	284026.403584958	A crab challenged me, but a quick stab vanquished him.	Even a simple vocabulary contains symbols.	0
12	32	readRepeat	shuffled	284033.374261625	Glucose and fructose are natural sugars found in fruit.	Even I occasionally get the Monday blues!	0
12	32	listen	shuffled	284040.596553958	Glucose and fructose are natural sugars found in fruit.	Even I occasionally get the Monday blues!	0
13	33	readRepeat	shuffled	284047.531109875	Are you looking for employment?	Those who teach values first abolish cheating.	0
13	33	listen	shuffled	284051.728513583	Are you looking for employment?	Those who teach values first abolish cheating.	0
14	34	readRepeat	shuffled	284058.539026958	Coffee is grown on steep, jungle-like slopes in temperate zones.	Barb's gold bracelet was a graduation present.	0
14	34	listen	shuffled	284065.065111458	Coffee is grown on steep, jungle-like slopes in temperate zones.	Barb's gold bracelet was a graduation present.	0
15	35	readRepeat	shuffled	284072.082116	We welcome many new students each year.	A crab challenged me, but a quick stab vanquished him.	0
15	35	listen	shuffled	284077.105309666	We welcome many new students each year.	A crab challenged me, but a quick stab vanquished him.	0
16	36	readRepeat	shuffled	284083.941117458	Only the best players enjoy popularity.	Calcium makes bones and teeth strong.	0
16	36	listen	shuffled	284089.483462416	Only the best players enjoy popularity.	Calcium makes bones and teeth strong.	0
17	37	readRepeat	shuffled	284095.518084166	Calcium makes bones and teeth strong.	It's not easy to create illuminating examples.	0
17	37	listen	shuffled	284100.481781875	Calcium makes bones and teeth strong.	It's not easy to create illuminating examples.	0
18	38	readRepeat	shuffled	284106.976109541	Nothing is as offensive as innocence.	We welcome many new students each year.	0
18	38	listen	shuffled	284112.017507333	Nothing is as offensive as innocence.	We welcome many new students each year.	0
19	39	readRepeat	shuffled	284117.801888333	Steve wore a bright red cashmere sweater.	Mum strongly dislikes appetizers.	0
19	39	listen	shuffled	284122.985233583	Steve wore a bright red cashmere sweater.	Mum strongly dislikes appetizers.	0
20	40	readRepeat	shuffled	284129.285272625	Barb's gold bracelet was a graduation present.	She wore warm, fleecy, woolen overalls.	0
20	40	listen	shuffled	284135.050938291	Barb's gold bracelet was a graduation present.	She wore warm, fleecy, woolen overalls.	0
