May 16, 2022 at 3:00:49 PM
ONSET PROD LOG FILE
S0019_B17
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
12	12	listen	echolalia	1213751.691173625	A boring novel is a superb sleeping pill.	A boring novel is a superb sleeping pill.	0
13	13	readRepeat	echolalia	1213761.757467791	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
13	13	listen	echolalia	1213767.843359375	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
14	14	readRepeat	echolalia	1213776.509898041	The willowy woman wore a muskrat coat.	The willowy woman wore a muskrat coat.	0
14	14	listen	echolalia	1213783.126663583	The willowy woman wore a muskrat coat.	The willowy woman wore a muskrat coat.	0
15	15	readRepeat	echolalia	1213792.110495958	The misquote was retracted with an apology.	The misquote was retracted with an apology.	0
15	15	listen	echolalia	1213799.1274305	The misquote was retracted with an apology.	The misquote was retracted with an apology.	0
16	16	readRepeat	echolalia	1213808.544863833	I just saw Jim near the new archeological museum.	I just saw Jim near the new archeological museum.	0
16	16	listen	echolalia	1213815.2112975	I just saw Jim near the new archeological museum.	I just saw Jim near the new archeological museum.	0
17	17	readRepeat	echolalia	1213825.3283465	Right now may not be the best time for business mergers.	Right now may not be the best time for business mergers.	0
17	17	listen	echolalia	1213833.046319625	Right now may not be the best time for business mergers.	Right now may not be the best time for business mergers.	0
18	18	readRepeat	echolalia	1213843.313178958	The misprint provoked an immediate disclaimer.	The misprint provoked an immediate disclaimer.	0
18	18	listen	echolalia	1213850.497942041	The misprint provoked an immediate disclaimer.	The misprint provoked an immediate disclaimer.	0
19	19	readRepeat	echolalia	1213859.8974705	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
19	19	listen	echolalia	1213866.415020041	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
20	20	readRepeat	echolalia	1213875.381349125	Do atypical farmers grow oats?	Do atypical farmers grow oats?	0
20	20	listen	echolalia	1213882.031194666	Do atypical farmers grow oats?	Do atypical farmers grow oats?	0
0	0	break	break	1213893.683096583	break	break	break
1	21	readRepeat	shuffled	1213893.683096583	Addition and subtraction are learned skills.	The essay undeniably reflects our view ably.	0
1	21	listen	shuffled	1213906.532711083	Addition and subtraction are learned skills.	The essay undeniably reflects our view ably.	0
2	22	readRepeat	shuffled	1213918.133156583	How much allowance do you get?	How much allowance do you get?	0
2	22	listen	shuffled	1213923.968013125	How much allowance do you get?	How much allowance do you get?	0
3	23	readRepeat	shuffled	1213931.367929583	Cyclical programs will never compile.	The willowy woman wore a muskrat coat.	0
3	23	listen	shuffled	1213937.218494916	Cyclical programs will never compile.	The willowy woman wore a muskrat coat.	0
4	24	readRepeat	shuffled	1213947.485701333	The Boston Ballet overcame their funding shortage.	Help Greg to pick a peck of potatoes.	0
4	24	listen	shuffled	1213954.201755708	The Boston Ballet overcame their funding shortage.	Help Greg to pick a peck of potatoes.	0
5	25	readRepeat	shuffled	1213963.484348583	Every cab needs repainting often.	Count the number of teaspoons of soysauce that you add.	0
5	25	listen	shuffled	1213969.220269	Every cab needs repainting often.	Count the number of teaspoons of soysauce that you add.	0
6	26	readRepeat	shuffled	1213979.220667125	Help Greg to pick a peck of potatoes.	Addition and subtraction are learned skills.	0
6	26	listen	shuffled	1213985.437684041	Help Greg to pick a peck of potatoes.	Addition and subtraction are learned skills.	0
7	27	readRepeat	shuffled	1213990.037951791	We like blue cheese but Victor likes brie.	The misprint provoked an immediate disclaimer.	0
7	27	listen	shuffled	1213996.288547958	We like blue cheese but Victor likes brie.	The misprint provoked an immediate disclaimer.	0
8	28	readRepeat	shuffled	1214006.087854291	Count the number of teaspoons of soysauce that you add.	Orange juice tastes funny after toothpaste.	0
8	28	listen	shuffled	1214013.090089166	Count the number of teaspoons of soysauce that you add.	Orange juice tastes funny after toothpaste.	0
9	29	readRepeat	shuffled	1214021.606669083	Bagpipes and bongos are musical instruments.	Bagpipes and bongos are musical instruments.	0
9	29	listen	shuffled	1214028.10685925	Bagpipes and bongos are musical instruments.	Bagpipes and bongos are musical instruments.	0
10	30	readRepeat	shuffled	1214038.02386975	How good is your endurance?	Every cab needs repainting often.	0
10	30	listen	shuffled	1214043.639893375	How good is your endurance?	Every cab needs repainting often.	0
11	31	readRepeat	shuffled	1214051.891758458	The essay undeniably reflects our view ably.	The Boston Ballet overcame their funding shortage.	0
11	31	listen	shuffled	1214059.075544791	The essay undeniably reflects our view ably.	The Boston Ballet overcame their funding shortage.	0
12	32	readRepeat	shuffled	1214069.525025166	A boring novel is a superb sleeping pill.	Do atypical farmers grow oats?	0
12	32	listen	shuffled	1214076.043324291	A boring novel is a superb sleeping pill.	Do atypical farmers grow oats?	0
13	33	readRepeat	shuffled	1214085.974659458	Orange juice tastes funny after toothpaste.	Right now may not be the best time for business mergers.	0
13	33	listen	shuffled	1214092.110553333	Orange juice tastes funny after toothpaste.	Right now may not be the best time for business mergers.	0
14	34	readRepeat	shuffled	1214103.077768583	The willowy woman wore a muskrat coat.	I just saw Jim near the new archeological museum.	0
14	34	listen	shuffled	1214108.861636916	The willowy woman wore a muskrat coat.	I just saw Jim near the new archeological museum.	0
15	35	readRepeat	shuffled	1214118.745679	The misquote was retracted with an apology.	A boring novel is a superb sleeping pill.	0
15	35	listen	shuffled	1214125.261385541	The misquote was retracted with an apology.	A boring novel is a superb sleeping pill.	0
16	36	readRepeat	shuffled	1214135.247303583	I just saw Jim near the new archeological museum.	Cyclical programs will never compile.	0
16	36	listen	shuffled	1214141.913768875	I just saw Jim near the new archeological museum.	Cyclical programs will never compile.	0
17	37	readRepeat	shuffled	1214150.9977495	Right now may not be the best time for business mergers.	The misquote was retracted with an apology.	0
17	37	listen	shuffled	1214157.747694625	Right now may not be the best time for business mergers.	The misquote was retracted with an apology.	0
18	38	readRepeat	shuffled	1214168.331854791	The misprint provoked an immediate disclaimer.	We like blue cheese but Victor likes brie.	0
18	38	listen	shuffled	1214175.546518375	The misprint provoked an immediate disclaimer.	We like blue cheese but Victor likes brie.	0
19	39	readRepeat	shuffled	1214185.3658305	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
19	39	listen	shuffled	1214191.466608833	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
20	40	readRepeat	shuffled	1214200.450318625	Do atypical farmers grow oats?	How good is your endurance?	0
20	40	listen	shuffled	1214206.816921583	Do atypical farmers grow oats?	How good is your endurance?	0

