May 7, 2021 at 11:10:47 AM
ONSET PROD LOG FILE
S0010_B1
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
12	12	readRepeat	echolalia	177143.9583975	The two artists exchanged autographs.	The two artists exchanged autographs.	0
12	12	listen	echolalia	177149.493686708	The two artists exchanged autographs.	The two artists exchanged autographs.	0
13	13	readRepeat	echolalia	177156.775948625	Butterscotch fudge goes well with vanilla ice cream.	Butterscotch fudge goes well with vanilla ice cream.	0
13	13	listen	echolalia	177162.910338	Butterscotch fudge goes well with vanilla ice cream.	Butterscotch fudge goes well with vanilla ice cream.	0
14	14	readRepeat	echolalia	177170.3784445	Rich purchased several signed lithographs.	Rich purchased several signed lithographs.	0
14	14	listen	echolalia	177177.710369333	Rich purchased several signed lithographs.	Rich purchased several signed lithographs.	0
15	15	readRepeat	echolalia	177196.561465291	Any contributions will be greatly appreciated.	Any contributions will be greatly appreciated.	0
15	15	listen	echolalia	177202.895865458	Any contributions will be greatly appreciated.	Any contributions will be greatly appreciated.	0
16	16	readRepeat	echolalia	177210.295698833	The cranberry bog gets very pretty in Autumn.	The cranberry bog gets very pretty in Autumn.	0
16	16	listen	echolalia	177217.193461625	The cranberry bog gets very pretty in Autumn.	The cranberry bog gets very pretty in Autumn.	0
17	17	readRepeat	echolalia	177225.679998	How do oysters make pearls?	How do oysters make pearls?	0
17	17	listen	echolalia	177231.097507833	How do oysters make pearls?	How do oysters make pearls?	0
18	18	readRepeat	echolalia	177237.697372291	May I order a parfait after I eat dinner?	May I order a parfait after I eat dinner?	0
18	18	listen	echolalia	177245.114347	May I order a parfait after I eat dinner?	May I order a parfait after I eat dinner?	0
19	19	readRepeat	echolalia	177253.965027	Is she going with you?	Is she going with you?	0
19	19	listen	echolalia	177258.748811625	Is she going with you?	Is she going with you?	0
20	20	readRepeat	echolalia	177264.765593666	Can the agency overthrow alien forces?	Can the agency overthrow alien forces?	0
20	20	listen	echolalia	177270.881290083	Can the agency overthrow alien forces?	Can the agency overthrow alien forces?	0
0	0	break	break	177278.000110541	break	break	break
1	21	readRepeat	shuffled	177278.000110541	Draw every outer line first, then fill in the interior.	Challenge each general's intelligence.	0
1	21	listen	shuffled	177287.533258833	Draw every outer line first, then fill in the interior.	Challenge each general's intelligence.	0
2	22	readRepeat	shuffled	177294.567019083	The water contained too much chlorine and stung his eyes.	May I order a parfait after I eat dinner?	0
2	22	listen	shuffled	177300.351072375	The water contained too much chlorine and stung his eyes.	May I order a parfait after I eat dinner?	0
3	23	readRepeat	shuffled	177311.234573666	John's brother repainted the garage door.	Ambidextrous pickpockets accomplish more.	0
3	23	listen	shuffled	177316.518388125	John's brother repainted the garage door.	Ambidextrous pickpockets accomplish more.	0
4	24	readRepeat	shuffled	177325.135285875	Challenge each general's intelligence.	The two artists exchanged autographs.	0
4	24	listen	shuffled	177330.185739541	Challenge each general's intelligence.	The two artists exchanged autographs.	0
5	25	readRepeat	shuffled	177336.753343708	Ambidextrous pickpockets accomplish more.	They own a big house in the remote countryside.	0
5	25	listen	shuffled	177342.620148208	Ambidextrous pickpockets accomplish more.	They own a big house in the remote countryside.	0
6	26	readRepeat	shuffled	177350.136998125	A muscular abdomen is good for your back.	That pickpocket was caught red-handed.	0
6	26	listen	shuffled	177356.537363	A muscular abdomen is good for your back.	That pickpocket was caught red-handed.	0
7	27	readRepeat	shuffled	177363.987572916	They own a big house in the remote countryside.	Her wardrobe consists of only skirts and blouses.	0
7	27	listen	shuffled	177369.973256291	They own a big house in the remote countryside.	Her wardrobe consists of only skirts and blouses.	0
8	28	readRepeat	shuffled	177376.988391458	The rose corsage smelled sweet.	Draw every outer line first, then fill in the interior.	0
8	28	listen	shuffled	177382.405529541	The rose corsage smelled sweet.	Draw every outer line first, then fill in the interior.	0
9	29	readRepeat	shuffled	177385.0223805	That pickpocket was caught red-handed.	How do oysters make pearls?	0
9	29	listen	shuffled	177390.7397505	That pickpocket was caught red-handed.	How do oysters make pearls?	0
10	30	readRepeat	shuffled	177397.304239375	An adult male baboon's teeth are not suitable for eating shellfish.	Butterscotch fudge goes well with vanilla ice cream.	0
10	30	listen	shuffled	177404.306858416	An adult male baboon's teeth are not suitable for eating shellfish.	Butterscotch fudge goes well with vanilla ice cream.	0
11	31	readRepeat	shuffled	177411.756896333	Her wardrobe consists of only skirts and blouses.	The water contained too much chlorine and stung his eyes.	0
11	31	listen	shuffled	177417.824177791	Her wardrobe consists of only skirts and blouses.	The water contained too much chlorine and stung his eyes.	0
12	32	readRepeat	shuffled	177425.591154708	The two artists exchanged autographs.	John's brother repainted the garage door.	0
12	32	listen	shuffled	177431.208070791	The two artists exchanged autographs.	John's brother repainted the garage door.	0
13	33	readRepeat	shuffled	177437.725550833	Butterscotch fudge goes well with vanilla ice cream.	The rose corsage smelled sweet.	0
13	33	listen	shuffled	177443.442442458	Butterscotch fudge goes well with vanilla ice cream.	The rose corsage smelled sweet.	0
14	34	readRepeat	shuffled	177452.792948125	Rich purchased several signed lithographs.	The cranberry bog gets very pretty in Autumn.	0
14	34	listen	shuffled	177459.660128916	Rich purchased several signed lithographs.	The cranberry bog gets very pretty in Autumn.	0
15	35	readRepeat	shuffled	177479.027410458	Any contributions will be greatly appreciated.	An adult male baboon's teeth are not suitable for eating shellfish.	0
15	35	listen	shuffled	177484.861184958	Any contributions will be greatly appreciated.	An adult male baboon's teeth are not suitable for eating shellfish.	0
16	36	readRepeat	shuffled	177495.061917833	The cranberry bog gets very pretty in Autumn.	Is she going with you?	0
16	36	listen	shuffled	177500.981295666	The cranberry bog gets very pretty in Autumn.	Is she going with you?	0
17	37	readRepeat	shuffled	177507.029396208	How do oysters make pearls?	A muscular abdomen is good for your back.	0
17	37	listen	shuffled	177511.511526041	How do oysters make pearls?	A muscular abdomen is good for your back.	0
18	38	readRepeat	shuffled	177522.929876791	May I order a parfait after I eat dinner?	Any contributions will be greatly appreciated.	0
18	38	listen	shuffled	177528.530162625	May I order a parfait after I eat dinner?	Any contributions will be greatly appreciated.	0
19	39	readRepeat	shuffled	177535.846232125	Is she going with you?	Can the agency overthrow alien forces?	0
19	39	listen	shuffled	177540.414356583	Is she going with you?	Can the agency overthrow alien forces?	0
20	40	readRepeat	shuffled	177547.648070125	Can the agency overthrow alien forces?	Rich purchased several signed lithographs.	0
20	40	listen	shuffled	177553.49857975	Can the agency overthrow alien forces?	Rich purchased several signed lithographs.	0
1	1	readRepeat	echolalia	177641.752720875	Addition and subtraction are learned skills.	Addition and subtraction are learned skills.	0
1	1	listen	echolalia	177650.937320583	Addition and subtraction are learned skills.	Addition and subtraction are learned skills.	0
2	2	readRepeat	echolalia	177654.670604583	How much allowance do you get?	How much allowance do you get?	0
2	2	listen	echolalia	177659.838041916	How much allowance do you get?	How much allowance do you get?	0
3	3	readRepeat	echolalia	177666.004579333	Cyclical programs will never compile.	Cyclical programs will never compile.	0
3	3	listen	echolalia	177681.722192416	Cyclical programs will never compile.	Cyclical programs will never compile.	0
4	4	readRepeat	echolalia	177702.891193958	The Boston Ballet overcame their funding shortage.	The Boston Ballet overcame their funding shortage.	0
4	4	listen	echolalia	177709.107658958	The Boston Ballet overcame their funding shortage.	The Boston Ballet overcame their funding shortage.	0
5	5	readRepeat	echolalia	177715.907463416	Every cab needs repainting often.	Every cab needs repainting often.	0
5	5	listen	echolalia	177721.624795458	Every cab needs repainting often.	Every cab needs repainting often.	0
6	6	readRepeat	echolalia	177728.258624	Help Greg to pick a peck of potatoes.	Help Greg to pick a peck of potatoes.	0
6	6	listen	echolalia	177734.542094166	Help Greg to pick a peck of potatoes.	Help Greg to pick a peck of potatoes.	0
7	7	readRepeat	echolalia	177741.659169041	We like blue cheese but Victor likes brie.	We like blue cheese but Victor likes brie.	0
7	7	listen	echolalia	177749.209558041	We like blue cheese but Victor likes brie.	We like blue cheese but Victor likes brie.	0
8	8	readRepeat	echolalia	177757.610021916	Count the number of teaspoons of soysauce that you add.	Count the number of teaspoons of soysauce that you add.	0
8	8	listen	echolalia	177764.926955833	Count the number of teaspoons of soysauce that you add.	Count the number of teaspoons of soysauce that you add.	0
9	9	readRepeat	echolalia	177773.461197708	Bagpipes and bongos are musical instruments.	Bagpipes and bongos are musical instruments.	0
9	9	listen	echolalia	177780.211217458	Bagpipes and bongos are musical instruments.	Bagpipes and bongos are musical instruments.	0
10	10	readRepeat	echolalia	177787.493331083	How good is your endurance?	How good is your endurance?	0
10	10	listen	echolalia	177792.445707333	How good is your endurance?	How good is your endurance?	0
11	11	readRepeat	echolalia	177798.076391708	The essay undeniably reflects our view ably.	The essay undeniably reflects our view ably.	0
11	11	listen	echolalia	177807.046216791	The essay undeniably reflects our view ably.	The essay undeniably reflects our view ably.	0
12	12	readRepeat	echolalia	177820.347022208	A boring novel is a superb sleeping pill.	A boring novel is a superb sleeping pill.	0
12	12	listen	echolalia	177826.663834	A boring novel is a superb sleeping pill.	A boring novel is a superb sleeping pill.	0
13	13	readRepeat	echolalia	177834.014674875	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
13	13	listen	echolalia	177839.581598625	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
14	14	readRepeat	echolalia	177845.946753166	The willowy woman wore a muskrat coat.	The willowy woman wore a muskrat coat.	0
14	14	listen	echolalia	177855.315513333	The willowy woman wore a muskrat coat.	The willowy woman wore a muskrat coat.	0
15	15	readRepeat	echolalia	177869.84945725	The misquote was retracted with an apology.	The misquote was retracted with an apology.	0
15	15	listen	echolalia	177883.117305291	The misquote was retracted with an apology.	The misquote was retracted with an apology.	0
16	16	readRepeat	echolalia	177898.816426375	I just saw Jim near the new archeological museum.	I just saw Jim near the new archeological museum.	0
16	16	listen	echolalia	177907.602260125	I just saw Jim near the new archeological museum.	I just saw Jim near the new archeological museum.	0
17	17	readRepeat	echolalia	177917.918837708	Right now may not be the best time for business mergers.	Right now may not be the best time for business mergers.	0
17	17	listen	echolalia	177924.735974958	Right now may not be the best time for business mergers.	Right now may not be the best time for business mergers.	0
18	18	readRepeat	echolalia	177932.252002333	The misprint provoked an immediate disclaimer.	The misprint provoked an immediate disclaimer.	0
18	18	listen	echolalia	177939.153323875	The misprint provoked an immediate disclaimer.	The misprint provoked an immediate disclaimer.	0
19	19	readRepeat	echolalia	177946.93759775	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
19	19	listen	echolalia	177952.521101958	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
20	20	readRepeat	echolalia	177959.021077416	Do atypical farmers grow oats?	Do atypical farmers grow oats?	0
20	20	listen	echolalia	177966.105445125	Do atypical farmers grow oats?	Do atypical farmers grow oats?	0
0	0	break	break	177973.890099333	break	break	break
1	21	readRepeat	shuffled	177973.890099333	Addition and subtraction are learned skills.	The misquote was retracted with an apology.	0
1	21	listen	shuffled	177983.205670708	Addition and subtraction are learned skills.	The misquote was retracted with an apology.	0
2	22	readRepeat	shuffled	177997.438787125	How much allowance do you get?	Right now may not be the best time for business mergers.	0
2	22	listen	shuffled	178001.840599791	How much allowance do you get?	Right now may not be the best time for business mergers.	0
3	23	readRepeat	shuffled	178009.257622166	Cyclical programs will never compile.	The misprint provoked an immediate disclaimer.	0
3	23	listen	shuffled	178017.241158416	Cyclical programs will never compile.	The misprint provoked an immediate disclaimer.	0
4	24	readRepeat	shuffled	178025.074703083	The Boston Ballet overcame their funding shortage.	A boring novel is a superb sleeping pill.	0
4	24	listen	shuffled	178030.741790916	The Boston Ballet overcame their funding shortage.	A boring novel is a superb sleeping pill.	0
5	25	readRepeat	shuffled	178037.659401625	Every cab needs repainting often.	Bagpipes and bongos are musical instruments.	0
5	25	listen	shuffled	178043.559650625	Every cab needs repainting often.	Bagpipes and bongos are musical instruments.	0
6	26	readRepeat	shuffled	178051.042915041	Help Greg to pick a peck of potatoes.	Do atypical farmers grow oats?	0
6	26	listen	shuffled	178057.076955875	Help Greg to pick a peck of potatoes.	Do atypical farmers grow oats?	0
7	27	readRepeat	shuffled	178064.827053666	We like blue cheese but Victor likes brie.	Count the number of teaspoons of soysauce that you add.	0
7	27	listen	shuffled	178071.343631875	We like blue cheese but Victor likes brie.	Count the number of teaspoons of soysauce that you add.	0
8	28	readRepeat	shuffled	178079.894977541	Count the number of teaspoons of soysauce that you add.	Every cab needs repainting often.	0
8	28	listen	shuffled	178085.828611416	Count the number of teaspoons of soysauce that you add.	Every cab needs repainting often.	0
9	29	readRepeat	shuffled	178093.112924166	Bagpipes and bongos are musical instruments.	They all enjoy ice cream sundaes.	0
9	29	listen	shuffled	178098.862455291	Bagpipes and bongos are musical instruments.	They all enjoy ice cream sundaes.	0
10	30	readRepeat	shuffled	178105.529525875	How good is your endurance?	We like blue cheese but Victor likes brie.	0
10	30	listen	shuffled	178110.19647475	How good is your endurance?	We like blue cheese but Victor likes brie.	0
11	31	readRepeat	shuffled	178119.280604583	The essay undeniably reflects our view ably.	Cyclical programs will never compile.	0
11	31	listen	shuffled	178125.91374	The essay undeniably reflects our view ably.	Cyclical programs will never compile.	0
12	32	readRepeat	shuffled	178142.9292385	A boring novel is a superb sleeping pill.	I just saw Jim near the new archeological museum.	0
12	32	listen	shuffled	178148.083383291	A boring novel is a superb sleeping pill.	I just saw Jim near the new archeological museum.	0
13	33	readRepeat	shuffled	178157.498989291	Orange juice tastes funny after toothpaste.	The Boston Ballet overcame their funding shortage.	0
13	33	listen	shuffled	178163.000309833	Orange juice tastes funny after toothpaste.	The Boston Ballet overcame their funding shortage.	0
14	34	readRepeat	shuffled	178169.983455875	The willowy woman wore a muskrat coat.	Orange juice tastes funny after toothpaste.	0
14	34	listen	shuffled	178175.631975208	The willowy woman wore a muskrat coat.	Orange juice tastes funny after toothpaste.	0
15	35	readRepeat	shuffled	178181.866816291	The misquote was retracted with an apology.	Addition and subtraction are learned skills.	0
15	35	listen	shuffled	178187.884378125	The misquote was retracted with an apology.	Addition and subtraction are learned skills.	0
16	36	readRepeat	shuffled	178190.534295125	I just saw Jim near the new archeological museum.	The essay undeniably reflects our view ably.	0
16	36	listen	shuffled	178196.534872666	I just saw Jim near the new archeological museum.	The essay undeniably reflects our view ably.	0
17	37	readRepeat	shuffled	178206.269225708	Right now may not be the best time for business mergers.	How good is your endurance?	0
17	37	listen	shuffled	178212.384659333	Right now may not be the best time for business mergers.	How good is your endurance?	0
18	38	readRepeat	shuffled	178217.969067916	The misprint provoked an immediate disclaimer.	How much allowance do you get?	0
18	38	listen	shuffled	178223.969391208	The misprint provoked an immediate disclaimer.	How much allowance do you get?	0
19	39	readRepeat	shuffled	178229.720010916	They all enjoy ice cream sundaes.	The willowy woman wore a muskrat coat.	0
19	39	listen	shuffled	178234.7700985	They all enjoy ice cream sundaes.	The willowy woman wore a muskrat coat.	0
20	40	readRepeat	shuffled	178244.9206715	Do atypical farmers grow oats?	Help Greg to pick a peck of potatoes.	0
20	40	listen	shuffled	178250.038040875	Do atypical farmers grow oats?	Help Greg to pick a peck of potatoes.	0
1	1	readRepeat	echolalia	178340.990277291	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
1	1	listen	echolalia	178350.043317041	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
2	2	readRepeat	echolalia	178352.477458875	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
2	2	listen	echolalia	178361.71091825	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
3	3	readRepeat	echolalia	178371.894851041	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
3	3	listen	echolalia	178380.061735333	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
4	4	readRepeat	echolalia	178389.179230708	Artificial intelligence is for real.	Artificial intelligence is for real.	0
4	4	listen	echolalia	178394.862313208	Artificial intelligence is for real.	Artificial intelligence is for real.	0
5	5	readRepeat	echolalia	178401.229698458	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
5	5	listen	echolalia	178408.5296965	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
